SessionID,Session Name,Country,Device,User Agent,Browser,Date,Time (MILLISECONDS),Status,Je trouve que la gestion simultanée de deux ou plusieurs courriels (suppression marquage comme lu etc.) est un véritable jeu d'enfant:,Je préfère généralement afficher les courriels dans une orientation:,Si j'utilise la vue horizontale des courriers électroniques le fait de cliquer sur « Répondre » m'amène à espérer pouvoir répondre:,Il me semble que les icônes de gestion des e-mails sont:,L'utilisation du bouton « Ajouter étiquette » est claire pour moi:,Je trouve que les icônes pour la gestion du courrier électronique sont:,Je trouve que le fonctionnement des étiquettes des courriers électroniques est confus:,Je pense que le déplacement de courriers électroniques d'un dossier à l'autre est une opération:,La recherche d'un courrier électronique dans un dossier donné est:,En général je considère que l'utilisation des Mails est:,Souhaitez-vous ajouter un commentaire ou un souhait?
c598cab7-4d0f-4218-8e60-b680a791710b,5BAmkG,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:25 +0000",426830,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Sans avis,Assez petites,Sans avis,Très complexe,Très complexe,2.0,"Les brouillons ne sont pas modifiables après les avoir saufgardé si on utilise la boite mail sur un moteurs de recherche. La gestion des éspaces de visualisation des mail, de leur contenu et des réponses sont pas du tout pratique (elles se surposent et bloquent l'un l'autre). L'option pour ajouter les caractères spéciaux (ou modifier l'écriture en général) n'est pas présente, ou très faible qualité"
c2482d23-238b-43f7-9a7a-659f640c7c20,34Gh4G,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:51:40 +0000",266128,DROP_OFF,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Sans avis,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,3.0,
034f278b-fcb8-429b-a62c-2b1e951c6b56,HNOYLA,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:41 +0000",173634,SUCCESS,Je suis d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Sans avis,Parfaites,Sans avis,Assez simple,Assez simple,8.0,"le reprise des brouillons enregistrés n'est pas évidente, il faudrait simplifier le fait de pouvoir reprendre le brouillon là où on l'a laissé"
4b885806-7e32-42f4-83d8-2b53ad2a9ea7,AEOPZ1,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:44 +0000",98447,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Trop petites,Plutôt d'accord,Assez simple,Assez simple,3.0, 
23e72ef0-5a91-4c6f-9ab1-24a0618a152e,QPcKlD,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:51:45 +0000",216068,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas du tout d'accord,Parfaites,Je suis d'accord,Très simple,Très complexe,7.0,non
7548d1cd-0af8-4870-be39-b6d81c854f0c,ydrwDN,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:08 +0000",144238,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Trop petites,Plutôt d'accord,Très simple,Assez simple,3.0,"Pouvoir répondre plus facilement (sans ouverture de fenêtre)
Icone marqueur plus visible"
ecbf3b23-0995-4c6f-98d9-7af3f07e83fe,12b5QC,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:23 +0000",160844,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Assez simple,Très complexe,2.0,"Pour moi, la gestion mail et calendrier n'est pas à la hauteur."
512e6ff3-7080-4e5a-bbd6-2e0aead353da,7Jqdly,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:52:28 +0000",219363,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Plutôt d'accord,Parfaites,Pas tout à fait d'accord,D'une complexité adéquate,D'une complexité correcte,6.0,RàS
377b839b-6b89-4d39-9144-c29c053f66b9,jnlhCn,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:30 +0000",102605,DROP_OFF,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,,,,,,,
55b873e6-0908-4a27-ad1a-a24343a8eb4b,tNZgmG,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:50 +0000",88380,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,0.0,non
7af030d2-446f-44de-958a-72fdb68525e3,yuLYhB,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:52:52 +0000",187502,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez simple,D'une complexité correcte,0.0,Je suis très insatisfaite de l'ergonomie de cette nouvelle interface.
3a1d7c9c-acd5-44d0-8faf-dc0ba8840da0,kSv8Pa,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0",Edge,"Wed, 12 Mar 2025 09:52:57 +0000",308536,DROP_OFF,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Je suis pas tout à fait d'accord,Assez petites,Je suis d'accord,Assez simple,Assez simple,5.0,
0e3d09bc-1a9d-4d02-907c-b508d163bf9d,hApZrX,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:52:58 +0000",142736,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas tout à fait d'accord,Trop grandes,Sans avis,Très simple,D'une complexité correcte,7.0,Oui. Que la modification de l'affichage soit conservé. Lorsqu'on modifie la taille des caractères ça n'est pas persistant
0dc9a43a-9c4b-47a1-848d-01af56944b5b,y1Z5Kj,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:53:03 +0000",175511,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez simple,Assez complexe,3.0,Je voudrais pouvoir composer mes mails dans une fenêtre distincte (pop-up). Le compositeur de courriel actuel est catastrophique comparé à la solution précédente (bluemind).
067056ab-420b-4eb9-bfb6-d15c00c27560,C4RfG0,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:53:14 +0000",280877,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Sans avis,Assez grandes,Sans avis,D'une complexité adéquate,Assez complexe,7.0,Le principal problème des mails est l’indisponibilité de la messagerie (cycle de redirections infini).
5b7737f4-f349-4d0a-b88e-e62586858cd1,QiJ9ZC,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",Safari,"Wed, 12 Mar 2025 09:53:19 +0000",212781,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas tout à fait d'accord,Trop petites,Sans avis,D'une complexité adéquate,Assez complexe,4.0,Faites quelque chose qui fonctionne avec une barre de recherche rapide
1f766fc5-4a69-4999-b1a0-7a46261b128b,5Fc4sH,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:53:22 +0000",110652,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Sans avis,Assez petites,Sans avis,D'une complexité adéquate,Assez complexe,3.0,ras
5e42eec6-e493-48b2-b84e-249c946fd375,YUDOfD,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/132.0.0.0 Safari/537.36 OPR/117.0.0.0",Opera,"Wed, 12 Mar 2025 09:53:45 +0000",652240,SUCCESS,Sans avis,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Plutôt d'accord,Trop grandes,Pas tout à fait d'accord,Assez simple,Assez simple,8.0,RAS
f8cb5611-cbf5-43b2-9bea-991fb591d0fd,0BAKJ8,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:53:55 +0000",54,DROP_OFF,Pas tout à fait d'accord,,,,,,,,,,
c2c26fe3-fb91-4906-9562-60bb6cc152a2,DAY4T4,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:54:01 +0000",398090,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas du tout d'accord,Assez grandes,Sans avis,Assez simple,Très complexe,2.0,"impossible de supprimer mails en masse: commande placée sous liste; impossible de connaître l'adresse de l'émetteur avant de l'ouvrir (dangereux et pénible); mode recherche pas efficace: offrir critères d'entrée de jeu serait bien plus utile et ne pas chercher dans toutes les boites à la fois (reçu, envoyé, brouillon, poubelle) ferait gagner du temps; fenêtre d'écriture des messages pénible : trop grande par rapport au webmail et pour pouvoir prendre en compte d'autres messages pas possible de la voir entièrement, manipulation lente pour placer curseur et écrire...
Interface peu fluide."
818f8026-aa5e-4170-9752-9ed2966882a4,n7tzKo,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",Edge,"Wed, 12 Mar 2025 09:54:25 +0000",41822,DROP_OFF,Je suis d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,,,,,,,,,
50168153-5daf-44b7-b3ba-458fcf47f467,Mal9Vf,FR,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/134.0.6998.33 Mobile/15E148 Safari/604.1",Chrome,"Wed, 12 Mar 2025 09:54:25 +0000",263293,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,D'une complexité adéquate,Très complexe,0.0,"Je suis très en colère de ce changement de messagerie. Je ne la trouve pas du tout intuitive. Les recherches sont confuses, je ne retrouve même plus mes messages marqués. Je perds un temps fou à écrire mes messages à cause de l’enregistrement des brouillons toutes les 5 secondes. Et quand je passe par un brouillon enregistré, impossible d’envoyer le message. 
J’en viens à écrire mes messages dans word et à faire des copier/coller. 
J’espère vraiment qu’il va y avoir une NETTE amélioration rapidement. 
Merci de l’attention que vous porterez à ce message "
8452df2c-5486-4208-9124-672cedb97d48,gYowpJ,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:54:26 +0000",198237,SUCCESS,Pas tout à fait d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas du tout d'accord,Parfaites,Sans avis,D'une complexité adéquate,Très simple,5.0,J'aimerai bien qu'il y ait aussi un sondage sur l'utilisation du calendrier électronique que je trouve très défectueux dans son utilisation.
90b16a28-0c7f-4268-8081-c5bafe0aa7f9,WqFs5J,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:54:29 +0000",153887,SUCCESS,Sans avis,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Sans avis,Assez petites,Sans avis,Assez simple,Assez complexe,6.0,non
480ded2c-b862-4ad5-80ec-063bcae9574a,x4HrRM,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:55:06 +0000",158533,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Sans avis,Trop petites,Je suis d'accord,Assez simple,Assez simple,3.0,l'ancienne version était bien plus facile d'utilisation.
fe568465-d35b-4201-ae63-67d383b66f6f,80U2eh,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:55:10 +0000",340,DROP_OFF,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),,,,,,,,,
4271b67b-9813-49b8-9cf5-73d35924cf22,C6t0wo,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:55:39 +0000",44,DROP_OFF,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez complexe,Assez complexe,1.0,
4448bf02-9668-4e82-a995-eb8afb27695c,eDooup,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:55:46 +0000",216890,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Trop petites,Sans avis,Assez simple,Assez complexe,3.0,Depuis le changement de la messagerie difficile de s'y retrouver je la trouve moins pratique. Je préférais l'ancienne.
473038b9-f7d4-42fa-847b-bf6227959fca,QcUVmP,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:55:55 +0000",128779,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Pas du tout d'accord,Très complexe,Très complexe,0.0,Très mauvaises cette nouvelle gestion courriels.
95714873-57ea-4f2c-a2a3-d14cf75c1045,kB5tHW,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:56:43 +0000",525021,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Plutôt d'accord,Parfaites,Sans avis,Très simple,Assez simple,8.0,"j'utilise thunderbird que je trouve plus pratique, si je passe par l'appli de la messagerie je trouve cela pas intuitif."
10586e0d-1fad-4833-ba41-435bb8c161fb,p87YJ7,FR,Mobile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:56:46 +0000",373059,SUCCESS,Pas du tout d'accord,Je préfère n'afficher que le contenu après avoir cliqué sur un e-mail.,En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,0.0,"Il faudrait retravailler l'interface de fond en comble. L'application pose également beaucoup de problème : des messages eenvoyés depuis l'application ne sont toujours livrés. Plusieurs de mes messages ont été supprimés je ne sais pour quelle raison ! Insatisfaction totale ! Si je pouvais me passer du nouveau webmail, je le ferai volontiers !"
3203ef8c-a16f-4ed5-973c-9278290f5dcc,d2L1tC,FR,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:56:50 +0000",176647,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,5.0,Je suis tout à fait d'accord,Parfaites,Pas du tout d'accord,Très simple,Assez simple,10.0,RAS
c3d78aac-f6db-4b24-a9fa-e82e63f71026,Zbo2Q9,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:56:56 +0000",25553,DROP_OFF,Sans avis,,,,,,,,,,
5b48622d-310c-4807-88b8-7c60573aa26a,03xzsf,FR,Mobile,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Mobile Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:56:57 +0000",100012,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis pas du tout d'accord,Assez petites,Pas tout à fait d'accord,Assez complexe,Assez complexe,4.0,Non 
b7c26dc7-ee0d-451c-8c57-be179e4ac133,r4fIpL,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:57:07 +0000",148212,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,3.0,Je suis pas du tout d'accord,Assez petites,Je suis d'accord,Assez simple,Très complexe,5.0,Améliorer la recherche de mails
44673815-a4d1-4e79-bca7-50c456e6e10f,PZxpqm,FR,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:57:11 +0000",5530136,DROP_OFF,Pas du tout d'accord,,,,,,,,,,
9831920b-806a-4ba4-a77d-e61b7fddbb06,2Rqcvr,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:57:25 +0000",251575,SUCCESS,Pas du tout d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Très complexe,Très complexe,1.0,non
d86a6482-6652-4756-bed7-108ce9167ccb,0A3j1M,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:128.0) Gecko/20100101 Firefox/128.0,Firefox,"Wed, 12 Mar 2025 09:57:55 +0000",394275,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Assez grandes,Je suis d'accord,Très complexe,Très complexe,0.0,Les initiales de l'interlocuteur sont totalement inutiles. Application non fonctionnelle et illisible.
9f9f980a-cb35-4f7d-8ec7-e927f6c33124,c4l49n,FR,Desktop,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:134.0) Gecko/20100101 Firefox/134.0,Firefox,"Wed, 12 Mar 2025 09:58:10 +0000",78113,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas du tout d'accord,Trop petites,Je suis d'accord,Assez simple,D'une complexité correcte,0.0,Non
ce7bbe8f-512c-491b-9c3c-a9f332d2a7fc,KPpLdP,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:58:17 +0000",148949,SUCCESS,Plutôt d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Sans avis,Trop petites,Sans avis,D'une complexité adéquate,Assez complexe,6.0,ras
5211e6f1-344a-4047-844d-3d8b76f0f37b,5AZZAb,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:58:27 +0000",128318,SUCCESS,Pas du tout d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,1.0,Je suis pas tout à fait d'accord,Assez petites,Plutôt d'accord,Assez complexe,Assez complexe,1.0,"Je trouve que cette nouvelle boîte n'est pas du tout pratique. L'ouverture d'une nouvelle fenêtre pas adéquate, les différents outils mal agencés. "
eb049e02-38b7-4565-82b4-0fa7d6b7f207,Ai8jhL,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:58:41 +0000",332394,DROP_OFF,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,2.0,Je suis pas du tout d'accord,Trop petites,Plutôt d'accord,Assez complexe,Très complexe,2.0,
d872b7da-3684-4ebd-bd14-8e480d3bef66,ALsimt,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:58:44 +0000",108381,SUCCESS,Pas tout à fait d'accord,Horizontale (la liste d'adresses électroniques en haut et le contenu de l'adresse électronique en bas),Directement sous (ou au-dessus) du texte de l'e-mail,2.0,Plutôt d'accord,Assez petites,Sans avis,D'une complexité adéquate,D'une complexité correcte,5.0,           
73465856-662e-4970-8703-24e1b9a8bfcc,MRenxn,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:58:56 +0000",219735,SUCCESS,Plutôt d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),En utilisant le compositeur de courriel quiapparaît dans le coin inférieur gauche,4.0,Je suis pas du tout d'accord,Parfaites,Sans avis,Très simple,Très complexe,6.0,Dans un message (en tous cas sous Chrome) il est impossible de faire un copier-coller d'un lien via le bouton droit de la souris.
2a341713-b031-4a7d-b227-cff56bb67bee,CpcckE,FR,Desktop,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:136.0) Gecko/20100101 Firefox/136.0,Firefox,"Wed, 12 Mar 2025 09:58:58 +0000",82809,SUCCESS,Pas tout à fait d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,3.0,Je suis tout à fait d'accord,Assez petites,Pas tout à fait d'accord,Assez simple,D'une complexité correcte,5.0,NON
ed5490eb-abef-4dcc-890e-025bdb42b9a0,3niTM4,FR,Desktop,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36",Chrome,"Wed, 12 Mar 2025 09:59:07 +0000",279702,SUCCESS,Je suis d'accord,Verticale (la liste des courriels à gauche et le contenu du courriel à droite),Directement sous (ou au-dessus) du texte de l'e-mail,4.0,Je suis pas tout à fait d'accord,Parfaites,Sans avis,Assez complexe,Assez simple,8.0,"Bonjour, la messagerie est assez clair et simple d'utilisation, en revanche l'agenda est à revoir à mon sens notamment la non visibilité sur les dispositions des agendas n'étant pas partagés."
